,obm_id,location_start,survey_station_code,species,total_no,juvenile,adult,water_type
2442,2387,Dello alatt cs T (MAR16MAV),MU19045,Rhodeus amarus,20,15,5,river
2207,2374,Dello kovezett part T (MAR15KES),MU19027,Rhodeus amarus,9,6,3,river
1815,1001,Dicso alatt T,MU18063,Rhodeus amarus,15,1,14,river
1827,2027,Dicso felett T,MU18064,Rhodeus amarus,1,1,0,river
1809,991,Dicso varos T,MU18062,Rhodeus amarus,32,2,30,river
1659,3079,Egyesult Kukullo 1 T,MU18047,Rhodeus amarus,75,24,51,river
216,2475,Er Hatvan T,CR18005,Rhodeus amarus,35,35,0,river
178,2492,Er Keseru T,CR18001,Rhodeus amarus,85,80,5,river
211,2480,Er Szalacs T,CR18004,Rhodeus amarus,216,199,17,river
337,3637,Er5T,CR20002,Rhodeus amarus,10,0,10,river
325,3531,Er6T,CR20001,Rhodeus amarus,7,0,7,river
4133,324,Feher-Koros Barza,CR17005,Rhodeus amarus,91,56,35,river
404,3882,Feher-Koros Cintei T,CR21005,Rhodeus amarus,2,2,0,river
112,336,Feher-Koros csonakbol,CR17008,Rhodeus amarus,65,34,31,river
297,2829,Feher-Koros Kisjeno T,CR19003,Rhodeus amarus,35,2,33,river
124,345,Feher-Koros Varsand,CR17010,Rhodeus amarus,551,302,249,river
65,3160,Fekete-Koros Belenyessonkoly,CR17004,Rhodeus amarus,189,105,84,river
42,3143,Fekete-Koros legalso,CR17003,Rhodeus amarus,16,NA,NA,river
395,3865,Fekete-Koros masodik T,CR21004,Rhodeus amarus,47,25,22,river
1264,3098,Fekete-Koros Rapa csonakbol legfelso,CR17001,Rhodeus amarus,17,NA,NA,river
3417,3116,Fekete-Koros Tenke (Zingel z),CR17002,Rhodeus amarus,18,NA,NA,river
2785,2978,Feketeugy also T,OL18003,Rhodeus amarus,1,1,0,river
2770,2962,Feketeugy felso Cofalva T,OL18002,Rhodeus amarus,1,0,1,river
3047,4305,Feldioara T,OL21014,Rhodeus amarus,12,10,2,river
94,307,F-Koros Borosjeno alatt,CR17006,Rhodeus amarus,29,26,3,river
3599,4021,Fuzes also T,SO21007,Rhodeus amarus,17,0,17,river
1044,1194,Geges felso,MU14119,Rhodeus amarus,15,0,15,river
583,1119,Geges1,MU14015,Rhodeus amarus,45,0,45,river
368,3896,Gyepes T,CR21002,Rhodeus amarus,78,64,14,river
943,1235,Holt meder Erdoszentgyorgy,MU14109,Rhodeus amarus,1500,600,900,river
2092,2068,Holtag Petele T,MU19015,Rhodeus amarus,2,2,0,oxbow
871,1311,Holtag1,MU14098,Rhodeus amarus,80,30,50,oxbow
2048,1805,HoltagSzentmargita T,MU19009,Rhodeus amarus,2,1,1,oxbow
3184,3515,Holt-Szamos1,SO14001,Rhodeus amarus,95,10,85,oxbow
3191,3524,Holt-Szamos2,SO14002,Rhodeus amarus,400,250,150,oxbow
2866,2926,Hortobagy also T,OL18008,Rhodeus amarus,4,0,4,river
2889,2940,Hortobagy felso T,OL18009,Rhodeus amarus,57,8,49,river
4109,931,Iza also T,TI18006,Rhodeus amarus,141,112,29,river
4059,918,Iza felso T,TI18002,Rhodeus amarus,1,0,1,river
73,3400,Kaposztas,CR13002,Rhodeus amarus,300,100,200,canal
3618,4041,Keleti Park 5-os To T,SO21009,Rhodeus amarus,1,0,1,lake
32,3367,Keskeny Er,CR13003,Rhodeus amarus,150,50,100,river
3686,4102,Kis-Szamos Bonchida T,SO21023,Rhodeus amarus,9,1,8,river
3201,3507,Kis-Szamos Des,SO14003,Rhodeus amarus,45,10,35,river
3240,3471,Kis-Szamos felso,SO14006,Rhodeus amarus,1,0,1,river
3230,3481,Kis-Szamos ismetles1,SO14005,Rhodeus amarus,25,5,20,river
3213,3493,Kis-Szamos Szilagyto2,SO14004,Rhodeus amarus,22,0,22,river
3447,1901,Kolozsvar alatt T,SO18009,Rhodeus amarus,1,0,1,river
3390,2512,Kraszna Bobota,SO18004,Rhodeus amarus,30,11,19,river
3379,2536,Kraszna Borvely felett T,SO18003,Rhodeus amarus,124,104,20,river
3404,2523,Kraszna Kiralydaroc T,SO18006,Rhodeus amarus,19,1,18,river
3400,2502,Kraszna Perecsen T,SO18005,Rhodeus amarus,9,6,3,river
974,1130,Kukullo also,MU14112,Rhodeus amarus,9,0,9,river
988,1173,Kukullo balavasari gat alatt,MU14113,Rhodeus amarus,7,0,7,river
971,1159,Kukulloszeplak,MU14111,Rhodeus amarus,5,0,5,river
3656,4010,Lapos legalso T,SO21017,Rhodeus amarus,32,26,6,river
3711,3918,Lapos Szakallasfalva T,SO21025,Rhodeus amarus,163,67,96,river
3704,3944,Lapos3 Erdoszallas T,SO21024,Rhodeus amarus,46,32,14,river
18,3391,Legelo1,CR13001,Rhodeus amarus,30,15,15,river
2399,2414,Lekence csonak T (MAR19RAD),MU19041,Rhodeus amarus,42,28,14,river
2975,4351,LL58-01 T,OL21005,Rhodeus amarus,191,143,48,river
2989,4338,LL58-04 T,OL21006,Rhodeus amarus,67,63,4,oxbow
1614,637,MA 22 Enyed p T,MU18043,Rhodeus amarus,31,1,30,river
1355,426,MA02T,MU18014,Rhodeus amarus,4,0,4,lake
1367,422,MA03T,MU18018,Rhodeus amarus,1,0,1,lake
1379,441,Ma05T,MU18020,Rhodeus amarus,7,2,5,river
1510,520,MA06T,MU18033,Rhodeus amarus,3,0,3,river
1491,579,MA08T,MU18032,Rhodeus amarus,2,0,2,river
1592,566,MA09T,MU18041,Rhodeus amarus,35,21,14,river
1551,599,MA11T,MU18037,Rhodeus amarus,1,0,1,river
1699,486,MA13T,MU18053,Rhodeus amarus,7,0,7,river
1580,611,MA14T,MU18040,Rhodeus amarus,13,1,12,river
1572,623,MA15T,MU18039,Rhodeus amarus,11,0,11,river
1679,459,MA17T,MU18051,Rhodeus amarus,9,0,9,river
1712,473,MA18T,MU18054,Rhodeus amarus,78,5,73,river
1716,470,MA18T,MU18054,Rhodeus amarus,78,5,73,river
1627,497,MA19T,MU18044,Rhodeus amarus,2,0,2,river
1634,506,MA21T,MU18045,Rhodeus amarus,8,3,5,river
1602,630,MA23T,MU18042,Rhodeus amarus,35,26,9,river
2146,2464,MAR24KUT,MU19022,Rhodeus amarus,4,0,4,river
1664,3057,Maros 14 T,MU18048,Rhodeus amarus,61,12,49,river
2025,3046,Maros 16T,MU18079,Rhodeus amarus,14,0,14,river
2166,2226,Maros Alsoidecs T (MAR05MAF),MU19023,Rhodeus amarus,16,7,9,river
1081,215,Maros Arad alatt T,MU16001,Rhodeus amarus,62,35,27,river
1135,256,Maros Arad felett,MU17003,Rhodeus amarus,219,147,72,river
1115,242,Maros Arad varos,MU17002,Rhodeus amarus,126,88,38,river
2505,2759,Maros Batta (alatt) T,MU19049,Rhodeus amarus,152,68,84,river
715,1342,Maros Ciobotani,MU14047,Rhodeus amarus,3,0,3,river
2534,2140,Maros Deda 2019,MU19053,Rhodeus amarus,2,0,2,river
2484,2735,Maros Gurasada alatt T,MU19048,Rhodeus amarus,50,16,34,river
2420,2198,Maros Holtmaros T (MAR03HOM),MU19043,Rhodeus amarus,5,5,0,river
2253,2319,Maros komp alatt (MAR11NYT),MU19029,Rhodeus amarus,53,50,3,river
2268,2437,Maros kovezett cs T (MAR21KUT),MU19031,Rhodeus amarus,16,15,1,river
2263,2447,Maros Kutyfalva felett cs T (MAR22KUT),MU19030,Rhodeus amarus,13,13,0,river
2452,2774,Maros legalso Sejteny T,MU19046,Rhodeus amarus,81,8,73,river
1203,270,Maros Lippa alatt,MU17005,Rhodeus amarus,18,14,4,river
1179,293,Maros Lippa felett T,MU17004,Rhodeus amarus,59,35,24,river
1214,280,Maros Lippaban,MU17006,Rhodeus amarus,66,48,18,river
2219,2171,Maros Magyaro T (MAR02MAL),MU19028,Rhodeus amarus,1,0,1,river
2325,2210,Maros Marosvecs T (MAR04MAV),MU19035,Rhodeus amarus,10,6,4,river
669,1354,Maros Neagra,MU14040,Rhodeus amarus,32,0,32,river
2386,2291,Maros Nyarad beomlesenel TM (MAR09NYT),MU19040,Rhodeus amarus,6,2,4,river
2131,2399,Maros Oarba felett cs T (MAR17MAV),MU19021,Rhodeus amarus,2,1,1,river
1093,227,Maros Pecska T,MU17001,Rhodeus amarus,50,8,42,river
2289,2250,Maros Petele T (MAR06PET),MU19033,Rhodeus amarus,8,5,3,river
2472,2747,Maros Piski felett T,MU19047,Rhodeus amarus,11,10,1,river
2370,2424,Maros radnoti eromu alatt cs T (MAR20KUT),MU19039,Rhodeus amarus,62,61,1,river
2359,2278,Maros Szentivany T (MAR08MEP),MU19038,Rhodeus amarus,15,15,0,river
2194,2350,Maros Szentmargita cs T,MU19025,Rhodeus amarus,82,50,32,river
2515,2887,Maros Totoi T,MU19051,Rhodeus amarus,154,46,108,river
1738,2059,Medgyes alatt T,MU18056,Rhodeus amarus,6,0,6,river
1748,2039,Medgyes felett T,MU18057,Rhodeus amarus,1,0,1,river
1727,2050,Medgyes varos T,MU18055,Rhodeus amarus,29,7,22,river
2067,2151,Mezokovesdi T,MU19012,Rhodeus amarus,107,82,25,river
3365,3197,Nadas szamosba omles felett,SO18002,Rhodeus amarus,3,0,3,river
2814,1719,Nagy Homorod T,OL18004,Rhodeus amarus,11,1,10,river
1759,2990,Nagy Kukullo 2 T,MU18058,Rhodeus amarus,3,0,3,river
1304,193,Nagy Kukullo Galambf3T,MU17016,Rhodeus amarus,5,1,4,river
1285,203,Nagy Kukullo Galambf4T,MU17014,Rhodeus amarus,3,2,1,river
164,47,Nagyfalu alatt,CR17016,Rhodeus amarus,9,0,9,river
172,28,Nagyfalu felett,CR17017,Rhodeus amarus,22,6,16,river
4171,37,Nagyfalu telepules,CR17015,Rhodeus amarus,4,0,4,river
3475,2587,Nagy-Szamos Arpasto T,SO19004,Rhodeus amarus,152,22,130,river
2663,2671,Nera legfelso T (Minis T),NC19004,Rhodeus amarus,1,0,1,river
2623,2700,Nera szoros alatt T,NC19002,Rhodeus amarus,10,3,7,river
2678,2687,Nera szoros felett T,NC19005,Rhodeus amarus,18,9,9,river
2651,2711,Nera1 also T,NC19003,Rhodeus amarus,64,49,15,river
2614,941,Nera4T,NC18001,Rhodeus amarus,2,0,2,river
1978,677,NK16T,MU18075,Rhodeus amarus,3,0,3,river
1470,743,NK19T,MU18030,Rhodeus amarus,21,1,20,river
1462,772,NK20T,MU18029,Rhodeus amarus,2,0,2,lake
1453,732,NK21T,MU18028,Rhodeus amarus,19,2,17,river
1995,656,NK22T,MU18076,Rhodeus amarus,47,0,47,river
1479,711,NK25T,MU18031,Rhodeus amarus,12,2,10,river
1277,104,N-Kukullo Udvarhely felett2,MU17012,Rhodeus amarus,1,1,0,river
1034,1256,Nyarad beomles folott,MU14118,Rhodeus amarus,24,0,24,river
2342,2305,Nyarad Marosba omlesnel T (NYA10NYT),MU19037,Rhodeus amarus,29,17,12,river
1417,700,Nyiko T,MU18025,Rhodeus amarus,3,0,3,river
2842,1701,Olt 1 legalso T,OL18006,Rhodeus amarus,1,0,1,river
2833,1682,Olt 6 nem vedett T,OL18005,Rhodeus amarus,64,3,61,river
2760,1669,Olt 7 Zoltan,OL18001,Rhodeus amarus,3,0,3,river
2750,166,Olt Scoreiu 1T/Olt Scoreiu legalso T,OL17004,Rhodeus amarus,1200,303,897,river
2934,3595,Olt3Fogaras,OL20003,Rhodeus amarus,2,2,0,river
2920,3581,Olt4Ticusu T,OL20002,Rhodeus amarus,7,6,1,river
2894,3565,Olt5,OL20001,Rhodeus amarus,13,6,7,river
516,3666,Ompoly,MU13003,Rhodeus amarus,2,0,2,river
3015,4366,Paraul Nou AM CF Olt T,OL21010,Rhodeus amarus,47,10,37,river
2106,2158,Patak Szentpal T,MU19017,Rhodeus amarus,2,1,1,river
4247,4524,Pece0T,CR15001,Rhodeus amarus,17,5,12,river
4278,3655,Rat1T,CR20003,Rhodeus amarus,12,0,12,river
1884,1961,Regen alatt T,MU18067,Rhodeus amarus,4,0,4,river
1898,1923,Regen felett T,MU18068,Rhodeus amarus,5,2,3,river
1913,1941,Regen varos T,MU18069,Rhodeus amarus,1,0,1,river
3957,3827,Regi Bega 1T,TB21001,Rhodeus amarus,5,0,5,river
3421,896,Sajó Arokalja T,SO18007,Rhodeus amarus,32,0,32,river
2460,3835,Sar Batiz 2021T,TI21002,Rhodeus amarus,1,0,1,affluent
1429,722,Scroafei 23 T,MU18026,Rhodeus amarus,4,0,4,river
187,2548,Sebes Koros Varad alatt T,CR18002,Rhodeus amarus,91,12,79,river
4205,2906,Sebes-Koros Feketeto T,CR18010,Rhodeus amarus,12,1,11,river
303,3181,Sebes-Koros ingola sikertelen,CR19004,Rhodeus amarus,4,0,4,river
4217,2917,Sebes-Koros Kiskakucs T,CR18009,Rhodeus amarus,12,0,12,river
276,2896,Sebes-Koros Szabolcs T,CR18011,Rhodeus amarus,31,20,11,river
1766,980,Segesvar alatt T,MU18059,Rhodeus amarus,18,7,11,river
1790,966,Segesvar felso T,MU18060,Rhodeus amarus,28,5,23,river
1796,956,Segesvar varos T,MU18061,Rhodeus amarus,4,0,4,river
2997,4321,Sercaia AN CF OLT T,OL21008,Rhodeus amarus,13,0,13,river
2130,2088,Szakal T,MU19020,Rhodeus amarus,7,0,7,river
3534,2635,Szamos Ardo alatt T,SO19008,Rhodeus amarus,95,15,80,river
3524,2649,Szamos Cikoi-szoros T,SO19007,Rhodeus amarus,134,14,120,river
3499,2605,Szamos Des alatt T,SO19005,Rhodeus amarus,41,2,39,river
3505,2619,Szamos Ilonda alatt T,SO19006,Rhodeus amarus,118,17,101,river
3551,2662,Szamos Rosiori T,SO19009,Rhodeus amarus,140,15,125,river
3307,73,Szamos Szatmar felett,SO17005,Rhodeus amarus,294,67,227,river
3730,3933,Szamos Tomany T,SO21026,Rhodeus amarus,31,16,15,river
3351,57,Szatmar alatt,SO17007,Rhodeus amarus,343,70,273,river
3330,89,Szatmar varos,SO17006,Rhodeus amarus,109,5,104,river
2736,21,Szeben varos,OL17001,Rhodeus amarus,1,1,0,river
3061,4284,Szorcse T,OL21016,Rhodeus amarus,16,5,11,river
1520,3622,T12 2019T,TI19007,Rhodeus amarus,17,0,17,river
4337,3325,T17 2019T,TI19001,Rhodeus amarus,61,19,42,river
4353,3345,T20 2019 T,TI19002,Rhodeus amarus,14,14,0,river
4396,3309,T4 2019 T,TI19005,Rhodeus amarus,81,16,65,river
4012,4246,T5 2011,TI11004,Rhodeus amarus,21,16,5,river
4029,4258,Talna Felso,TI12001,Rhodeus amarus,25,0,25,river
3891,2796,"Temes 1 legalso T, 186",TB19003,Rhodeus amarus,3,0,3,river
3838,1753,Temes 2 T,TB18006,Rhodeus amarus,3,0,3,river
3844,1736,Temes 4 T,TB18007,Rhodeus amarus,14,3,11,river
3757,1654,Temes 5 T,TB18002,Rhodeus amarus,11,0,11,river
3974,3812,Temes Cebza T,TB21002,Rhodeus amarus,2,0,2,river
4254,874,Tisza kozepso T,TI18007,Rhodeus amarus,1,1,0,river
4088,858,Tisza legalso T,TI18004,Rhodeus amarus,1,0,1,river
128,357,Toz Agya felett,CR17011,Rhodeus amarus,104,71,33,river
105,371,Toz Garba-Csermo,CR17007,Rhodeus amarus,131,110,21,river
4137,365,Toz legfelso,CR17009,Rhodeus amarus,151,99,52,river
3636,3548,Tur Harmashatar T,TI20001,Rhodeus amarus,27,0,27,river
4364,3272,Tur legfelso 2019 T,TI19003,Rhodeus amarus,9,1,8,river
1173,3024,Varfurile marnas terep,CR16001,Rhodeus amarus,25,4,21,river
2699,3842,Varm ark popahaz 2021T,TI21003,Rhodeus amarus,5,0,5,river
1935,1977,Vasarhely alatt 2 T,MU18070,Rhodeus amarus,5,1,4,river
1840,2009,Vasarhely felett T,MU18065,Rhodeus amarus,22,1,21,river
1862,1990,Vasarhely varos T,MU18066,Rhodeus amarus,59,37,22,river
619,1034,Vecke1,MU14019,Rhodeus amarus,15,0,15,river
629,1040,Vecke2,MU14020,Rhodeus amarus,120,0,120,river
3666,4080,Zilah pataka Goroszlo T,SO21019,Rhodeus amarus,5,0,5,river
3170,4228,Sajo Sajoudvarhely mellett 2010,SO10001,Romanogobio kesslerii,8,NA,NA,river
3005,4320,Sercaia AN CF OLT T,OL21008,Romanogobio kesslerii,2,0,2,river
4028,4257,Talna Felso,TI12001,Romanogobio kesslerii,60,45,15,river
4374,3287,1 Bef 4T 2019,TI19004,Romanogobio kesslerii,26,12,14,river
4285,3227,1Bef10T nehezf,TI18008,Romanogobio kesslerii,32,18,14,river
599,1277,Also Nyarad3,MU14017,Romanogobio kesslerii,15,0,15,river
618,1108,Also Nyarad4,MU14018,Romanogobio kesslerii,1,0,1,river
1528,547,Aries monit am balastiera,MU18035,Romanogobio kesslerii,2,0,2,river
1537,532,Aries Monit av balastiera,MU18036,Romanogobio kesslerii,9,5,4,river
3755,1640,Bega 3 T,TB18001,Romanogobio kesslerii,2,1,1,river
3787,1625,Bega 4 T,TB18003,Romanogobio kesslerii,10,0,10,river
4198,1880,Belenyes alatt T,CR18006,Romanogobio kesslerii,1,0,1,river
241,1860,Belenyes telepules T,CR18007,Romanogobio kesslerii,4,0,4,river
150,383,Berettyo Markai szoros,CR17014,Romanogobio kesslerii,7,2,5,river
3813,1605,Caras 1 T,TB18005,Romanogobio kesslerii,44,5,39,river
3899,2849,Caras 2T,TB19004,Romanogobio kesslerii,3,0,3,river
2443,2388,Dello alatt cs T (MAR16MAV),MU19045,Romanogobio kesslerii,1,0,1,river
1817,1003,Dicso alatt T,MU18063,Romanogobio kesslerii,4,2,2,river
1829,2029,Dicso felett T,MU18064,Romanogobio kesslerii,5,1,4,river
1803,993,Dicso varos T,MU18062,Romanogobio kesslerii,1,0,1,river
70,325,Feher-Koros Barza,CR17005,Romanogobio kesslerii,3,0,3,river
410,3883,Feher-Koros Cintei T,CR21005,Romanogobio kesslerii,2,1,1,river
294,2830,Feher-Koros Kisjeno T,CR19003,Romanogobio kesslerii,33,27,6,river
66,3162,Fekete-Koros Belenyessonkoly,CR17004,Romanogobio kesslerii,3,2,1,river
387,3867,Fekete-Koros masodik T,CR21004,Romanogobio kesslerii,15,11,4,river
1233,3097,Fekete-Koros Rapa csonakbol legfelso,CR17001,Romanogobio kesslerii,2,NA,NA,river
2713,3114,Fekete-Koros Tenke (Zingel z),CR17002,Romanogobio kesslerii,4,NA,NA,river
96,308,F-Koros Borosjeno alatt,CR17006,Romanogobio kesslerii,4,4,0,river
2869,2929,Hortobagy also T,OL18008,Romanogobio kesslerii,12,1,11,river
4226,934,Iza also T,TI18006,Romanogobio kesslerii,30,0,30,river
4047,921,Iza felso T,TI18002,Romanogobio kesslerii,29,0,29,river
3206,3504,Kis-Szamos Des,SO14003,Romanogobio kesslerii,1,0,1,river
978,1128,Kukullo also,MU14112,Romanogobio kesslerii,2,0,2,river
951,1181,Kukullo Balavasar,MU14110,Romanogobio kesslerii,8,1,7,river
993,1172,Kukullo balavasari gat alatt,MU14113,Romanogobio kesslerii,5,0,5,river
917,1241,Kukullo Gyulakuta,MU14105,Romanogobio kesslerii,1,0,1,river
902,1149,Kukullo Hederfaja,MU14104,Romanogobio kesslerii,9,0,9,river
998,1139,Kukullo Mikafalva,MU14114,Romanogobio kesslerii,2,0,2,river
970,1157,Kukulloszeplak,MU14111,Romanogobio kesslerii,7,0,7,river
3714,3919,Lapos Szakallasfalva T,SO21025,Romanogobio kesslerii,5,1,4,river
3703,3945,Lapos3 Erdoszallas T,SO21024,Romanogobio kesslerii,14,4,10,river
1613,639,MA 22 Enyed p T,MU18043,Romanogobio kesslerii,3,0,3,river
1375,440,Ma05T,MU18020,Romanogobio kesslerii,31,8,23,river
1504,518,MA06T,MU18033,Romanogobio kesslerii,2,0,2,river
1495,582,MA08T,MU18032,Romanogobio kesslerii,9,4,5,river
1596,567,MA09T,MU18041,Romanogobio kesslerii,4,3,1,river
1553,601,MA11T,MU18037,Romanogobio kesslerii,3,2,1,river
1706,488,MA13T,MU18053,Romanogobio kesslerii,14,2,12,river
1684,460,MA17T,MU18051,Romanogobio kesslerii,8,3,5,river
1713,474,MA18T,MU18054,Romanogobio kesslerii,4,4,0,river
2178,2344,"MAR12KES C (A,B,C,D)",MU19024,Romanogobio kesslerii,2,1,1,river
2023,3048,Maros 16T,MU18079,Romanogobio kesslerii,1,0,1,river
2170,2227,Maros Alsoidecs T (MAR05MAF),MU19023,Romanogobio kesslerii,4,3,1,river
1086,212,Maros Arad alatt T,MU16001,Romanogobio kesslerii,7,4,3,river
1136,257,Maros Arad felett,MU17003,Romanogobio kesslerii,14,9,5,river
1105,240,Maros Arad varos,MU17002,Romanogobio kesslerii,23,16,7,river
2506,2762,Maros Batta (alatt) T,MU19049,Romanogobio kesslerii,22,20,2,river
2204,2364,Maros Dello felett cs T (MAR14KES),MU19026,Romanogobio kesslerii,7,7,0,river
2482,2730,Maros Gurasada alatt T,MU19048,Romanogobio kesslerii,7,5,2,river
2413,2193,Maros Holtmaros T (MAR03HOM),MU19043,Romanogobio kesslerii,1,0,1,river
2246,2320,Maros komp alatt (MAR11NYT),MU19029,Romanogobio kesslerii,7,7,0,river
2307,2264,Maros Kortvelyfaja 2 T (MAR07GER),MU19034,Romanogobio kesslerii,23,4,19,river
2071,2115,Maros Kortvelyfaja T,MU19013,Romanogobio kesslerii,1,1,0,river
2260,2448,Maros Kutyfalva felett cs T (MAR22KUT),MU19030,Romanogobio kesslerii,3,0,3,river
2276,2458,Maros Kutyfalva kece T (MAR23KUT_K),MU19032,Romanogobio kesslerii,17,16,1,river
2463,2772,Maros legalso Sejteny T,MU19046,Romanogobio kesslerii,23,22,1,river
1186,271,Maros Lippa alatt,MU17005,Romanogobio kesslerii,12,7,5,river
1178,292,Maros Lippa felett T,MU17004,Romanogobio kesslerii,18,13,5,river
1222,279,Maros Lippaban,MU17006,Romanogobio kesslerii,33,18,15,river
2227,2172,Maros Magyaro T (MAR02MAL),MU19028,Romanogobio kesslerii,5,2,3,river
2324,2211,Maros Marosvecs T (MAR04MAV),MU19035,Romanogobio kesslerii,3,1,2,river
2383,2292,Maros Nyarad beomlesenel TM (MAR09NYT),MU19040,Romanogobio kesslerii,1,1,0,river
2293,2249,Maros Petele T (MAR06PET),MU19033,Romanogobio kesslerii,12,2,10,river
2473,2746,Maros Piski felett T,MU19047,Romanogobio kesslerii,110,69,41,river
2376,2425,Maros radnoti eromu alatt cs T (MAR20KUT),MU19039,Romanogobio kesslerii,1,0,1,river
2357,2279,Maros Szentivany T (MAR08MEP),MU19038,Romanogobio kesslerii,10,6,4,river
2190,2351,Maros Szentmargita cs T,MU19025,Romanogobio kesslerii,8,7,1,river
2514,2888,Maros Totoi T,MU19051,Romanogobio kesslerii,87,72,15,river
2432,2333,Maros Vidratszeg kece T (MAR11NYT_K),MU19044,Romanogobio kesslerii,1,0,1,river
1744,2041,Medgyes felett T,MU18057,Romanogobio kesslerii,5,3,2,river
1760,2992,Nagy Kukullo 2 T,MU18058,Romanogobio kesslerii,7,0,7,river
1303,192,Nagy Kukullo Galambf3T,MU17016,Romanogobio kesslerii,2,0,2,river
1291,204,Nagy Kukullo Galambf4T,MU17014,Romanogobio kesslerii,4,0,4,river
3278,150,Nagy Sz Naszod also T,SO17002,Romanogobio kesslerii,4,1,3,river
3267,137,Nagy Sz Naszod T,SO17001,Romanogobio kesslerii,8,1,7,river
167,46,Nagyfalu alatt,CR17016,Romanogobio kesslerii,9,1,8,river
169,27,Nagyfalu felett,CR17017,Romanogobio kesslerii,10,2,8,river
158,36,Nagyfalu telepules,CR17015,Romanogobio kesslerii,11,1,10,river
3487,2584,Nagy-Szamos Arpasto T,SO19004,Romanogobio kesslerii,32,14,18,river
2632,2698,Nera szoros alatt T,NC19002,Romanogobio kesslerii,3,0,3,river
2667,2683,Nera szoros felett T,NC19005,Romanogobio kesslerii,16,2,14,river
2617,942,Nera4T,NC18001,Romanogobio kesslerii,12,2,10,river
1972,691,NK10T,MU18074,Romanogobio kesslerii,1,0,1,river
1440,778,NK14T,MU18027,Romanogobio kesslerii,3,2,1,river
1413,763,NK15T,MU18024,Romanogobio kesslerii,7,2,5,river
1983,679,NK16T,MU18075,Romanogobio kesslerii,10,2,8,river
1391,754,NK18T,MU18022,Romanogobio kesslerii,2,0,2,river
1468,745,NK19T,MU18030,Romanogobio kesslerii,3,1,2,river
1451,734,NK21T,MU18028,Romanogobio kesslerii,6,0,6,river
1992,657,NK22T,MU18076,Romanogobio kesslerii,50,24,26,river
1480,712,NK25T,MU18031,Romanogobio kesslerii,3,1,2,river
3071,1074,Ny1,MU14007,Romanogobio kesslerii,140,2,138,river
526,1083,Ny2,MU14005,Romanogobio kesslerii,5,0,5,river
1036,1253,Nyarad beomles folott,MU14118,Romanogobio kesslerii,15,7,8,river
2348,2306,Nyarad Marosba omlesnel T (NYA10NYT),MU19037,Romanogobio kesslerii,12,4,8,river
1422,701,Nyiko T,MU18025,Romanogobio kesslerii,4,1,3,river
1883,1963,Regen alatt T,MU18067,Romanogobio kesslerii,8,0,8,river
1905,1925,Regen felett T,MU18068,Romanogobio kesslerii,2,0,2,river
1924,1943,Regen varos T,MU18069,Romanogobio kesslerii,7,0,7,river
1427,723,Scroafei 23 T,MU18026,Romanogobio kesslerii,5,4,1,river
1776,982,Segesvar alatt T,MU18059,Romanogobio kesslerii,1,0,1,river
1785,968,Segesvar felso T,MU18060,Romanogobio kesslerii,17,1,16,river
1795,958,Segesvar varos T,MU18061,Romanogobio kesslerii,23,9,14,river
3538,2633,Szamos Ardo alatt T,SO19008,Romanogobio kesslerii,7,6,1,river
3520,2647,Szamos Cikoi-szoros T,SO19007,Romanogobio kesslerii,5,4,1,river
3491,2602,Szamos Des alatt T,SO19005,Romanogobio kesslerii,47,2,45,river
3503,2617,Szamos Ilonda alatt T,SO19006,Romanogobio kesslerii,18,11,7,river
3554,2657,Szamos Rosiori T,SO19009,Romanogobio kesslerii,58,38,20,river
3312,71,Szamos Szatmar felett,SO17005,Romanogobio kesslerii,59,30,29,river
3726,3934,Szamos Tomany T,SO21026,Romanogobio kesslerii,16,13,3,river
3340,59,Szatmar alatt,SO17007,Romanogobio kesslerii,6,4,2,river
3331,87,Szatmar varos,SO17006,Romanogobio kesslerii,32,25,7,river
4331,3326,T17 2019T,TI19001,Romanogobio kesslerii,55,22,33,river
4356,3344,T20 2019 T,TI19002,Romanogobio kesslerii,3,0,3,river
3837,1755,Temes 2 T,TB18006,Romanogobio kesslerii,11,7,4,river
3843,1738,Temes 4 T,TB18007,Romanogobio kesslerii,62,11,51,river
3767,1657,Temes 5 T,TB18002,Romanogobio kesslerii,3,1,2,river
4044,830,Tisza felso T,TI18001,Romanogobio kesslerii,2,0,2,river
4080,862,Tisza legalso T,TI18004,Romanogobio kesslerii,3,2,1,river
1174,3026,Varfurile marnas terep,CR16001,Romanogobio kesslerii,3,0,3,river
1934,1980,Vasarhely alatt 2 T,MU18070,Romanogobio kesslerii,3,0,3,river
1851,2011,Vasarhely felett T,MU18065,Romanogobio kesslerii,44,24,20,river
1861,1992,Vasarhely varos T,MU18066,Romanogobio kesslerii,15,13,2,river
4076,845,Viso T,TI18003,Romanogobio kesslerii,2,0,2,river
3720,3932,Lapos Szakallasfalva T,SO21025,Romanogobio kesslerii X Romanogobio vladykovi,2,1,1,river
1525,545,Aries monit am balastiera,MU18035,Romanogobio uranoscopus,11,6,5,river
1542,531,Aries Monit av balastiera,MU18036,Romanogobio uranoscopus,3,3,0,river
